incident_id,opened_at,cell_id,issue_type,complaint_summary,root_cause,resolution,status,severity
INC-2026-243,2026-03-12T22:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,High
INC-2026-244,2026-03-13T05:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-245,2026-03-13T15:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,In Progress,High
INC-2026-246,2026-03-13T22:00:00,XYZ402,beamforming,Beam failure ratio above threshold XYZ402,SSB beam weight drift after AAU firmware upgrade,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-247,2026-03-14T03:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-248,2026-03-14T13:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-249,2026-03-14T19:00:00,XYZ403,rach,Registration failures at cell edge XYZ403,PRACH occasion collision with co-channel DAS,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-250,2026-03-15T03:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,Open,High
INC-2026-251,2026-03-15T08:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-252,2026-03-15T14:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Rebalanced UPF sessions and scaled pod count,Closed,Medium
INC-2026-253,2026-03-15T23:00:00,XYZ409,throughput,DL speed below SLA on XYZ409,High DL BLER and rank-1 stuck — interferer on n77,Enabled QoS shaping and scheduled backhaul upgrade,Open,Low
INC-2026-254,2026-03-16T03:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-255,2026-03-16T10:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-256,2026-03-16T21:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-257,2026-03-17T03:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Open,High
INC-2026-258,2026-03-17T10:00:00,XYZ404,rlf,RLF cluster after successful HO on XYZ404,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Open,High
INC-2026-259,2026-03-17T16:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-260,2026-03-17T21:00:00,XYZ403,handover,HO prep/exec failure spike neighbor sector XYZ403,Target cell barred due to transport alarm on F1,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-261,2026-03-18T04:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-262,2026-03-18T12:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-263,2026-03-18T22:00:00,XYZ409,rach,Registration failures at cell edge XYZ409,PRACH occasion collision with co-channel DAS,Updated UDM subscription template,In Progress,Low
INC-2026-264,2026-03-19T02:00:00,XYZ409,call_drop,Voice drops during mobility on XYZ409,Missed Xn neighbor relation for inter-gNB HO,Re-ran beam calibration procedure,Open,Low
INC-2026-265,2026-03-19T12:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Retuned electrical tilt and enabled IRC,Open,High
INC-2026-266,2026-03-19T20:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-267,2026-03-19T22:00:00,XYZ407,rach,Registration failures at cell edge XYZ407,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Open,Medium
INC-2026-268,2026-03-20T06:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-269,2026-03-20T17:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Adjusted PRACH configuration index and root sequence,Open,Critical
INC-2026-270,2026-03-20T23:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Rebalanced UPF sessions and scaled pod count,Open,High
INC-2026-271,2026-03-21T07:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Critical
INC-2026-272,2026-03-21T10:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Updated UDM subscription template,Closed,High
INC-2026-273,2026-03-21T20:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-274,2026-03-22T00:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Re-ran beam calibration procedure,Closed,Medium
INC-2026-275,2026-03-22T11:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Re-ran beam calibration procedure,Closed,High
INC-2026-276,2026-03-22T18:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Re-ran beam calibration procedure,Open,High
INC-2026-277,2026-03-22T21:00:00,XYZ409,transport,N3 throughput cap during evening peak XYZ409,Backhaul link at high utilization on core switch,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Low
INC-2026-278,2026-03-23T03:00:00,XYZ404,transport,N3 throughput cap during evening peak XYZ404,Backhaul link at high utilization on core switch,Updated UDM subscription template,Open,High
INC-2026-279,2026-03-23T12:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Reduced A3 offset and enabled time-to-trigger tuning,In Progress,Medium
INC-2026-280,2026-03-23T19:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Adjusted PRACH configuration index and root sequence,Closed,Medium
INC-2026-281,2026-03-24T02:00:00,XYZ402,transport,N3 throughput cap during evening peak XYZ402,Backhaul link at high utilization on core switch,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-282,2026-03-24T08:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-283,2026-03-24T16:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-284,2026-03-24T21:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Critical
INC-2026-285,2026-03-25T05:00:00,XYZ401,beamforming,Beam failure ratio above threshold XYZ401,SSB beam weight drift after AAU firmware upgrade,Restored F1 link and cleared cell barring,Open,High
INC-2026-286,2026-03-25T15:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-287,2026-03-25T23:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-288,2026-03-26T01:00:00,XYZ410,transport,N3 throughput cap during evening peak XYZ410,Backhaul link at high utilization on core switch,Adjusted PRACH configuration index and root sequence,Closed,Critical
INC-2026-289,2026-03-26T12:00:00,XYZ406,handover,HO prep/exec failure spike neighbor sector XYZ406,Target cell barred due to transport alarm on F1,Adjusted PRACH configuration index and root sequence,Open,Medium
INC-2026-290,2026-03-26T18:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Retuned electrical tilt and enabled IRC,Closed,Critical
INC-2026-291,2026-03-26T23:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-292,2026-03-27T09:00:00,XYZ407,latency,Video buffering on 5QI-9 during peak XYZ407,UPF cluster CPU saturation,Enabled QoS shaping and scheduled backhaul upgrade,Open,Medium
INC-2026-293,2026-03-27T17:00:00,XYZ404,call_drop,Voice drops during mobility on XYZ404,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-294,2026-03-27T21:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-295,2026-03-28T04:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Restored F1 link and cleared cell barring,Closed,High
INC-2026-296,2026-03-28T09:00:00,XYZ404,transport,N3 throughput cap during evening peak XYZ404,Backhaul link at high utilization on core switch,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-297,2026-03-28T21:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,In Progress,High
INC-2026-298,2026-03-29T01:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Closed,High
INC-2026-299,2026-03-29T10:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Retuned electrical tilt and enabled IRC,Closed,Medium
INC-2026-300,2026-03-29T14:00:00,XYZ410,transport,N3 throughput cap during evening peak XYZ410,Backhaul link at high utilization on core switch,Retuned electrical tilt and enabled IRC,Closed,Low
INC-2026-301,2026-03-29T23:00:00,XYZ404,rlf,RLF cluster after successful HO on XYZ404,Too-late HO — A3 offset insufficient for fast UE,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-302,2026-03-30T06:00:00,XYZ404,beamforming,Beam failure ratio above threshold XYZ404,SSB beam weight drift after AAU firmware upgrade,Updated UDM subscription template,Closed,High
INC-2026-303,2026-03-30T13:00:00,XYZ403,latency,Video buffering on 5QI-9 during peak XYZ403,UPF cluster CPU saturation,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-304,2026-03-30T19:00:00,XYZ406,handover,HO prep/exec failure spike neighbor sector XYZ406,Target cell barred due to transport alarm on F1,Updated UDM subscription template,Closed,Medium
INC-2026-305,2026-03-31T04:00:00,XYZ401,transport,N3 throughput cap during evening peak XYZ401,Backhaul link at high utilization on core switch,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-306,2026-03-31T10:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-307,2026-03-31T18:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Retuned electrical tilt and enabled IRC,Closed,Critical
INC-2026-308,2026-04-01T00:00:00,XYZ410,rlf,RLF cluster after successful HO on XYZ410,Too-late HO — A3 offset insufficient for fast UE,Restored F1 link and cleared cell barring,Open,Low
INC-2026-309,2026-04-01T08:00:00,XYZ403,rach,Registration failures at cell edge XYZ403,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-310,2026-04-01T16:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-311,2026-04-01T22:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-312,2026-04-02T06:00:00,XYZ403,latency,Video buffering on 5QI-9 during peak XYZ403,UPF cluster CPU saturation,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-313,2026-04-02T13:00:00,XYZ405,latency,Video buffering on 5QI-9 during peak XYZ405,UPF cluster CPU saturation,Rebalanced UPF sessions and scaled pod count,Closed,Medium
INC-2026-314,2026-04-02T15:00:00,XYZ404,handover,HO prep/exec failure spike neighbor sector XYZ404,Target cell barred due to transport alarm on F1,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-315,2026-04-03T01:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,High
INC-2026-316,2026-04-03T05:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Updated UDM subscription template,Closed,Medium
INC-2026-317,2026-04-03T12:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-318,2026-04-04T00:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-319,2026-04-04T04:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Restored F1 link and cleared cell barring,Open,High
INC-2026-320,2026-04-04T11:00:00,XYZ410,beamforming,Beam failure ratio above threshold XYZ410,SSB beam weight drift after AAU firmware upgrade,Enabled QoS shaping and scheduled backhaul upgrade,In Progress,Low
INC-2026-321,2026-04-04T21:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,In Progress,High
INC-2026-322,2026-04-05T03:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-323,2026-04-05T06:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Retuned electrical tilt and enabled IRC,Closed,High
INC-2026-324,2026-04-05T14:00:00,XYZ405,transport,N3 throughput cap during evening peak XYZ405,Backhaul link at high utilization on core switch,Added neighbor relation and tuned HO margins,Open,Medium
INC-2026-325,2026-04-05T20:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Restored F1 link and cleared cell barring,Closed,High
INC-2026-326,2026-04-06T06:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Restored F1 link and cleared cell barring,Closed,High
INC-2026-327,2026-04-06T12:00:00,XYZ404,core,PDU session release without RF anomaly XYZ404,AMF subscription profile missing DNN,Retuned electrical tilt and enabled IRC,Closed,Critical
INC-2026-328,2026-04-06T17:00:00,XYZ403,beamforming,Beam failure ratio above threshold XYZ403,SSB beam weight drift after AAU firmware upgrade,Enabled QoS shaping and scheduled backhaul upgrade,In Progress,High
INC-2026-329,2026-04-07T04:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,High
INC-2026-330,2026-04-07T08:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Rebalanced UPF sessions and scaled pod count,Closed,Medium
INC-2026-331,2026-04-07T14:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-332,2026-04-08T02:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,Critical
INC-2026-333,2026-04-08T07:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Added neighbor relation and tuned HO margins,Open,Medium
INC-2026-334,2026-04-08T14:00:00,XYZ401,throughput,DL speed below SLA on XYZ401,High DL BLER and rank-1 stuck — interferer on n77,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-335,2026-04-08T18:00:00,XYZ407,throughput,DL speed below SLA on XYZ407,High DL BLER and rank-1 stuck — interferer on n77,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Medium
INC-2026-336,2026-04-09T04:00:00,XYZ404,latency,Video buffering on 5QI-9 during peak XYZ404,UPF cluster CPU saturation,Updated UDM subscription template,Closed,High
INC-2026-337,2026-04-09T09:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,In Progress,High
INC-2026-338,2026-04-09T19:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Critical
INC-2026-339,2026-04-10T02:00:00,XYZ403,call_drop,Voice drops during mobility on XYZ403,Missed Xn neighbor relation for inter-gNB HO,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-340,2026-04-10T07:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-341,2026-04-10T12:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-342,2026-04-11T00:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,In Progress,High
INC-2026-343,2026-04-11T05:00:00,XYZ402,call_drop,Voice drops during mobility on XYZ402,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,In Progress,High
INC-2026-344,2026-04-11T14:00:00,XYZ405,call_drop,Voice drops during mobility on XYZ405,Missed Xn neighbor relation for inter-gNB HO,Adjusted PRACH configuration index and root sequence,Closed,Medium
INC-2026-345,2026-04-11T20:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,Closed,Critical
INC-2026-346,2026-04-11T23:00:00,XYZ402,beamforming,Beam failure ratio above threshold XYZ402,SSB beam weight drift after AAU firmware upgrade,Restored F1 link and cleared cell barring,Open,Critical
INC-2026-347,2026-04-12T06:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Updated UDM subscription template,Open,Critical
INC-2026-348,2026-04-12T13:00:00,XYZ404,rlf,RLF cluster after successful HO on XYZ404,Too-late HO — A3 offset insufficient for fast UE,Updated UDM subscription template,Closed,High
INC-2026-349,2026-04-13T01:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,High
INC-2026-350,2026-04-13T04:00:00,XYZ406,throughput,DL speed below SLA on XYZ406,High DL BLER and rank-1 stuck — interferer on n77,Retuned electrical tilt and enabled IRC,In Progress,Medium
INC-2026-351,2026-04-13T12:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Retuned electrical tilt and enabled IRC,Closed,Medium
INC-2026-352,2026-04-13T21:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Added neighbor relation and tuned HO margins,Closed,Critical
INC-2026-353,2026-04-14T03:00:00,XYZ406,handover,HO prep/exec failure spike neighbor sector XYZ406,Target cell barred due to transport alarm on F1,Restored F1 link and cleared cell barring,Closed,Medium
INC-2026-354,2026-04-14T08:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Enabled QoS shaping and scheduled backhaul upgrade,Closed,Critical
INC-2026-355,2026-04-14T16:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Re-ran beam calibration procedure,Open,Critical
INC-2026-356,2026-04-15T01:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-357,2026-04-15T09:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,Closed,Critical
INC-2026-358,2026-04-15T16:00:00,XYZ404,handover,HO prep/exec failure spike neighbor sector XYZ404,Target cell barred due to transport alarm on F1,Updated UDM subscription template,Closed,Critical
INC-2026-359,2026-04-15T22:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-360,2026-04-16T05:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Closed,High
INC-2026-361,2026-04-16T12:00:00,XYZ403,beamforming,Beam failure ratio above threshold XYZ403,SSB beam weight drift after AAU firmware upgrade,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-362,2026-04-16T17:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Restored F1 link and cleared cell barring,Closed,High
INC-2026-363,2026-04-16T23:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-364,2026-04-17T08:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Restored F1 link and cleared cell barring,Closed,Critical
INC-2026-365,2026-04-17T14:00:00,XYZ410,beamforming,Beam failure ratio above threshold XYZ410,SSB beam weight drift after AAU firmware upgrade,Re-ran beam calibration procedure,Closed,Low
INC-2026-366,2026-04-17T21:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Added neighbor relation and tuned HO margins,Closed,High
INC-2026-367,2026-04-18T06:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Updated UDM subscription template,Closed,High
INC-2026-368,2026-04-18T11:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Updated UDM subscription template,In Progress,Medium
INC-2026-369,2026-04-18T19:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-370,2026-04-19T04:00:00,XYZ405,handover,HO prep/exec failure spike neighbor sector XYZ405,Target cell barred due to transport alarm on F1,Re-ran beam calibration procedure,Closed,Critical
INC-2026-371,2026-04-19T09:00:00,XYZ408,core,PDU session release without RF anomaly XYZ408,AMF subscription profile missing DNN,Re-ran beam calibration procedure,Closed,Critical
INC-2026-372,2026-04-19T18:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-373,2026-04-19T23:00:00,XYZ404,call_drop,Voice drops during mobility on XYZ404,Missed Xn neighbor relation for inter-gNB HO,Added neighbor relation and tuned HO margins,Closed,Critical
INC-2026-374,2026-04-20T04:00:00,XYZ401,rach,Registration failures at cell edge XYZ401,PRACH occasion collision with co-channel DAS,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-375,2026-04-20T12:00:00,XYZ403,rach,Registration failures at cell edge XYZ403,PRACH occasion collision with co-channel DAS,Re-ran beam calibration procedure,Closed,Critical
INC-2026-376,2026-04-20T17:00:00,XYZ404,transport,N3 throughput cap during evening peak XYZ404,Backhaul link at high utilization on core switch,Adjusted PRACH configuration index and root sequence,Closed,High
INC-2026-377,2026-04-21T02:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-378,2026-04-21T10:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Rebalanced UPF sessions and scaled pod count,Closed,High
INC-2026-379,2026-04-21T18:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Updated UDM subscription template,Closed,High
INC-2026-380,2026-04-22T00:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Adjusted PRACH configuration index and root sequence,Open,High
INC-2026-381,2026-04-22T06:00:00,XYZ402,throughput,DL speed below SLA on XYZ402,High DL BLER and rank-1 stuck — interferer on n77,Reduced A3 offset and enabled time-to-trigger tuning,Closed,High
INC-2026-382,2026-04-22T13:00:00,XYZ403,rlf,RLF cluster after successful HO on XYZ403,Too-late HO — A3 offset insufficient for fast UE,Re-ran beam calibration procedure,Open,High
INC-2026-383,2026-04-22T18:00:00,XYZ404,throughput,DL speed below SLA on XYZ404,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,In Progress,High
INC-2026-384,2026-04-23T03:00:00,XYZ402,rach,Registration failures at cell edge XYZ402,PRACH occasion collision with co-channel DAS,Enabled QoS shaping and scheduled backhaul upgrade,Closed,High
INC-2026-385,2026-04-23T12:00:00,XYZ407,beamforming,Beam failure ratio above threshold XYZ407,SSB beam weight drift after AAU firmware upgrade,Rebalanced UPF sessions and scaled pod count,Closed,Medium
INC-2026-386,2026-04-23T20:00:00,XYZ407,mobility,Network issue on XYZ407,Under investigation,Restored F1 link and cleared cell barring,Closed,Medium
INC-2026-387,2026-04-24T00:00:00,XYZ406,latency,Video buffering on 5QI-9 during peak XYZ406,UPF cluster CPU saturation,Rebalanced UPF sessions and scaled pod count,Open,Medium
INC-2026-388,2026-04-24T07:00:00,XYZ402,throughput,DL speed below SLA on XYZ402,High DL BLER and rank-1 stuck — interferer on n77,Added neighbor relation and tuned HO margins,Closed,Critical
INC-2026-389,2026-04-24T15:00:00,XYZ401,call_drop,Voice drops during mobility on XYZ401,Missed Xn neighbor relation for inter-gNB HO,Rebalanced UPF sessions and scaled pod count,In Progress,High
INC-2026-390,2026-04-24T20:00:00,XYZ408,rach,Registration failures at cell edge XYZ408,PRACH occasion collision with co-channel DAS,Added neighbor relation and tuned HO margins,Open,Critical
INC-2026-391,2026-04-25T05:00:00,XYZ408,beamforming,Beam failure ratio above threshold XYZ408,SSB beam weight drift after AAU firmware upgrade,Reduced A3 offset and enabled time-to-trigger tuning,Closed,Critical
INC-2026-392,2026-04-25T10:00:00,XYZ404,core,PDU session release without RF anomaly XYZ404,AMF subscription profile missing DNN,Re-ran beam calibration procedure,Closed,High
